path,label
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard83.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass382.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic154.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic445.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic82.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal198.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal2.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic160.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic288.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal305.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal92.jpg,5
garbage_dataset/Garbage classification/Garbage classification/trash/trash80.jpg,6
garbage_dataset/Garbage classification/Garbage classification/glass/glass126.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard289.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard122.jpg,3
garbage_dataset/Garbage classification/Garbage classification/glass/glass298.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass139.jpg,1
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard65.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper130.jpg,2
garbage_dataset/Garbage classification/Garbage classification/trash/trash4.jpg,6
garbage_dataset/Garbage classification/Garbage classification/paper/paper395.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard176.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper213.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass473.jpg,1
garbage_dataset/Garbage classification/Garbage classification/glass/glass184.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal252.jpg,5
garbage_dataset/Garbage classification/Garbage classification/trash/trash1.jpg,6
garbage_dataset/Garbage classification/Garbage classification/glass/glass482.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic161.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic36.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic164.jpg,4
garbage_dataset/Garbage classification/Garbage classification/trash/trash91.jpg,6
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic74.jpg,4
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard220.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal85.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard324.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic256.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic273.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal97.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic124.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper147.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper451.jpg,2
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard301.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic56.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal73.jpg,5
garbage_dataset/Garbage classification/Garbage classification/paper/paper85.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal129.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal275.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard232.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard378.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper266.jpg,2
garbage_dataset/Garbage classification/Garbage classification/trash/trash110.jpg,6
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard183.jpg,3
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic458.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal219.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal177.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard169.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper441.jpg,2
garbage_dataset/Garbage classification/Garbage classification/paper/paper501.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic415.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal320.jpg,5
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic38.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass218.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic41.jpg,4
garbage_dataset/Garbage classification/Garbage classification/glass/glass189.jpg,1
garbage_dataset/Garbage classification/Garbage classification/paper/paper19.jpg,2
garbage_dataset/Garbage classification/Garbage classification/metal/metal321.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal13.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard40.jpg,3
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard359.jpg,3
garbage_dataset/Garbage classification/Garbage classification/paper/paper585.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass463.jpg,1
garbage_dataset/Garbage classification/Garbage classification/metal/metal326.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass150.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic189.jpg,4
garbage_dataset/Garbage classification/Garbage classification/paper/paper450.jpg,2
garbage_dataset/Garbage classification/Garbage classification/glass/glass307.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic133.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal1.jpg,5
garbage_dataset/Garbage classification/Garbage classification/metal/metal76.jpg,5
garbage_dataset/Garbage classification/Garbage classification/cardboard/cardboard8.jpg,3
garbage_dataset/Garbage classification/Garbage classification/metal/metal351.jpg,5
garbage_dataset/Garbage classification/Garbage classification/trash/trash129.jpg,6
garbage_dataset/Garbage classification/Garbage classification/paper/paper135.jpg,2
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic405.jpg,4
garbage_dataset/Garbage classification/Garbage classification/metal/metal377.jpg,5
garbage_dataset/Garbage classification/Garbage classification/glass/glass488.jpg,1
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic312.jpg,4
garbage_dataset/Garbage classification/Garbage classification/plastic/plastic132.jpg,4
